heart_cond	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS
studyID	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1
sampleID	NM-1	NM-10	NM-11	NM-12	NM-13	NM-14	NM-15	NM-16	NM-17	NM-18	NM-19	NM-2	NM-20	NM-21	NM-22	NM-23	NM-24	NM-3	NM-4	NM-5	NM-6	NM-7	NM-8	NM-9	PD-1	PD-10	PD-11	PD-12	PD-13	PD-14	PD-15	PD-16	PD-17	PD-18	PD-19	PD-2	PD-20	PD-3	PD-4	PD-5	PD-6	PD-7	PD-8	PD-9	PN-10	PN-11	PN-12	PN-13	PN-14	PN-15	PN-16	PN-17	PN-18	PN-19	PN-2	PN-20	PN-3	PN-5	PN-6	PN-7	PN-8	PN-9	RD-1	RD-10	RD-11	RD-12	RD-13	RD-14	RD-15	RD-17	RD-18	RD-19	RD-2	RD-4	RD-5	RD-6	RD-8	RN-1	RN-10	RN-12	RN-13	RN-14	RN-15	RN-16	RN-17	RN-18	RN-19	RN-20	RN-21	RN-3	RN-4	RN-5	RN-6	RN-7	RN-8
Valerenic acid	4.91562e-08	0.000435385	4.91562e-08	0.000472935	0.001271399	0.000887448	0.000641508	0.000784915	0.001013149	0.001515376	0.002237663	0.001281052	0.000204178	0.000614098	0.00111254	0.001800754	0.000255151	0.000475073	0.001243114	0.000272894	0.002294044	0.000384403	0.001885718	0.004378487	0.000164422	0.001003224	0.001938721	0.000105387	0.000508083	0.002320409	0.000257232	0.00067462	0.000229724	0.000474865	0.000107794	0.000256411	0.000798121	0.004413824	9.64872e-05	0.003317044	0.000336365	0.000473605	0.000305605	0.000451807	0.005656067	0.00021973	0.000160853	0.000322293	0.000286985	0.000313769	0.001533909	0.001642188	1.7342e-05	0.000795084	0.000470094	0.000609008	0.001055638	0.000666899	0.000496778	0.000872285	0.002896786	0.000366745	0.000596367	0.000552083	0.000883195	0.000348976	0.000404721	0.003130041	0.000373704	0.000273177	0.004881209	0.004362181	0.002996971	0.000507189	0.000295592	4.30443e-05	0.000431377	0.000433078	0.000191047	0.000396681	0.000832042	0.002252188	0.001181728	0.00209382	0.000211633	0.000672451	0.000259849	0.00131625	0.000833426	0.002424211	0.001429428	0.000679584	0.001413075	0.000808602	0.00011657
Senecioic acid	7.33797e-07	2.24421e-06	0.000217243	0.000294707	0.000504555	0.000285266	0.00039307	0.000187298	9.81208e-06	2.20319e-05	0.000207011	0.000125234	0.000282814	0.000344758	3.12648e-05	0.000185502	0.000344717	3.35541e-05	0.00024608	3.28305e-06	0.000254921	0.000240564	5.34399e-06	7.15592e-05	0.000151661	0.000660374	8.48562e-06	0.000938036	0.000125547	4.26999e-06	0.000151139	0.000145076	0.000335839	0.000389931	0.000277866	0.000229237	7.35526e-05	8.13275e-05	0.000310598	0.000270576	3.61444e-05	0.000481271	5.11699e-06	0.000243314	9.52131e-06	1.52601e-05	8.91346e-06	0.000386451	0.000213221	4.21281e-05	0.000367716	0.00033215	4.4101e-05	7.74707e-05	5.59821e-05	0.000411811	0.000385132	7.16589e-05	0.00092174	0.000495432	0.000356897	0.000444012	5.97659e-05	0.000299539	3.57027e-05	0.000485038	2.54449e-05	0.000621786	0.000911346	0.00026524	0.00026867	0.000104413	0.000103874	5.48181e-05	0.000706047	0.000626067	5.00146e-05	0.000316972	6.86405e-06	0.000146153	0.000389391	5.85766e-05	0.000549235	0.00023183	0.000218351	0.000322763	6.19343e-05	0.000128813	0.00010352	2.07345e-05	0.000506799	0.000234376	0.000400795	0.000271681	9.5408e-05
Scopoletin	2.05496e-06	3.81808e-06	2.6683e-05	8.21333e-05	5.4941e-06	4.05453e-05	1.02312e-05	8.27664e-06	0.005675093	1.53945e-05	1.13925e-05	9.94251e-05	0.011360834	7.78439e-05	0.032277748	5.79958e-06	4.78332e-05	7.32504e-06	1.42404e-05	1.68953e-05	2.80396e-06	6.49389e-06	0.008504222	5.64916e-06	2.68324e-05	7.41032e-06	5.90092e-05	3.60457e-06	3.52381e-06	7.338e-05	6.43133e-06	1.86941e-05	5.093e-05	3.51064e-05	3.71582e-06	4.03617e-05	8.11377e-06	1.5547e-05	2.6509e-05	7.51162e-06	1.74383e-05	5.09079e-05	1.01103e-05	9.91537e-06	7.93809e-06	4.51421e-05	0.009571868	2.94864e-05	6.69574e-06	6.26943e-05	4.06881e-05	5.6202e-06	1.22041e-05	4.49472e-05	5.05144e-05	6.11927e-05	1.16253e-05	2.28232e-05	4.60457e-06	1.50147e-05	8.07749e-05	7.19447e-05	2.03993e-05	3.40421e-05	2.64974e-05	3.10533e-05	1.96853e-05	2.95007e-05	7.63867e-05	9.04161e-06	2.93183e-05	4.40612e-05	4.5307e-05	6.04242e-05	9.03657e-06	4.73933e-06	6.02928e-06	0.011576176	5.93994e-06	1.79176e-05	9.38191e-06	0.013957391	7.55652e-06	0.017722171	6.25274e-05	5.49758e-05	5.16433e-05	6.55023e-05	2.04508e-05	4.74194e-05	5.9666e-05	3.43959e-06	4.72355e-05	9.99401e-06	0.000135464
Urea	2.14681e-06	0.002439618	3.2598e-05	0.002976391	5.60919e-05	5.40776e-05	0.002435448	0.000111416	2.45696e-05	5.46577e-05	1.85392e-05	0.004165018	1.36693e-05	0.003340617	2.99946e-06	4.8247e-05	0.000118419	0.002139274	5.5434e-05	0.001994182	0.001973445	0.003573341	0.001541593	5.45255e-05	4.87035e-05	0.004277327	1.14449e-05	0.003936465	0.004939917	0.004487337	0.00177927	0.002036147	0.005684392	3.07854e-05	0.112599169	0.002904443	0.001981099	0.003963776	0.008674881	0.002016696	0.004232595	0.004059846	7.08438e-05	0.002750101	0.00290276	0.002769801	0.002876199	0.002437477	2.0865e-05	0.003058649	2.7804e-05	0.001092587	0.001864967	6.4188e-06	0.00103729	0.002146072	0.001842664	4.22255e-05	0.00342986	0.002532663	0.002838385	0.00268353	0.005109241	8.98864e-05	0.002906075	0.001393409	0.003817352	0.001692816	0.007942182	0.002847681	0.00341684	4.86096e-05	6.32325e-06	3.97726e-05	0.002019935	0.001970323	5.46275e-05	3.04291e-05	0.543320991	3.28796e-05	3.25006e-05	0.001429696	0.002262578	0.001868658	0.001803746	0.001773661	0.003025262	1.85066e-05	4.25512e-05	0.002475725	0.004430579	0.001306913	0.002313082	0.001327084	0.003622138
Maleimide	4.57676e-06	0.011271814	0.002314122	0.024169304	0.02516673	0.018211884	0.011982938	0.013273869	0.018413864	0.007981022	0.014735075	0.032517874	0.010440036	0.027512493	0.01793302	0.02631392	0.020550767	0.034894805	0.028027686	0.008132337	0.012753278	0.025610164	0.015464531	0.022959504	0.0131039	3.05672e-05	0.010959237	0.012357742	0.030218608	0.013609735	0.006751312	0.006945098	0.011289643	0.015570773	0.017098769	0.010695376	0.024041717	0.016432939	0.016930542	0.014598307	0.018597062	0.008403737	0.012271051	0.009363241	0.031649556	0.019309824	0.020973528	0.013767171	0.019184714	0.026732015	0.01956464	0.009586491	0.009783989	0.007864635	0.012226085	0.016040456	0.009737236	0.011445506	0.032958454	0.022941521	0.022520873	0.027280861	0.018946058	0.010701967	0.014090151	0.01019649	0.010015383	0.00989042	0.01989653	0.0187517	0.020805936	0.022946617	0.016604436	0.014501841	0.009846962	0.013191196	0.010058304	0.016410139	0.032686018	0.01130881	0.015156172	0.01091829	0.021439418	0.013744855	0.015195277	0.016897883	0.01414924	0.011150198	0.025798275	0.013670429	0.024603914	0.011034496	0.018140887	0.00984537	0.058923786
N-methylglutamic acid	5.9554e-06	1.99555e-05	3.18518e-05	4.12896e-05	3.4867e-05	3.50195e-05	1.99666e-05	1.54296e-05	5.74962e-05	2.32121e-05	6.04257e-05	3.07655e-05	2.51249e-05	4.45135e-05	1.62832e-05	3.06286e-05	2.9021e-05	1.27328e-05	2.76923e-05	1.68525e-05	5.85904e-05	2.90645e-05	5.33802e-05	2.52513e-05	3.20858e-05	3.16609e-05	1.15509e-05	9.2119e-06	1.20793e-05	4.65284e-05	3.84237e-05	2.90452e-05	2.58555e-05	3.73533e-05	0.009433371	2.26366e-05	4.27932e-05	2.99655e-05	2.02141e-05	3.52401e-05	3.27984e-05	4.19002e-05	1.04895e-05	8.0851e-06	2.17251e-05	3.10706e-05	2.89251e-05	4.24681e-05	4.40579e-05	4.89238e-05	2.35144e-05	5.06156e-05	3.58544e-05	5.02645e-05	5.60544e-05	2.59546e-05	0.000103928	2.16249e-05	2.67072e-05	1.06892e-05	2.69634e-05	7.93341e-05	3.67766e-05	1.97379e-05	6.78519e-06	3.99097e-05	0.155089854	6.66691e-06	2.62104e-05	2.59305e-05	2.45556e-05	3.28788e-05	4.74305e-05	2.60421e-05	3.25196e-05	2.27017e-05	4.64299e-05	0.000130911	2.19363e-05	0.000282515	3.48005e-05	2.90869e-05	3.63823e-05	3.5021e-05	3.96213e-05	2.73204e-05	1.35357e-05	2.18766e-05	5.30988e-05	4.14404e-05	6.65601e-06	6.42116e-05	5.50137e-05	3.64961e-05	3.05099e-05
Resorcinol	1.81599e-05	0.027910194	0.000126233	0.037308647	0.000106925	0.000529026	0.000589308	9.15746e-05	0.000308883	6.85786e-05	5.43557e-05	0.000130989	0.005781269	4.56486e-05	7.1975e-05	0.000313056	0.007612366	0.000143611	7.38864e-05	0.000524661	0.000135753	0.000631876	5.94865e-05	2.26596e-05	0.000212585	0.000141272	2.70576e-05	5.29748e-05	1.05068e-05	5.65907e-05	9.42517e-06	4.23851e-05	0.000113305	0.004548073	3.38631e-05	3.4058e-05	0.0001693	0.000112218	3.92951e-05	9.30877e-05	3.21651e-05	2.59841e-05	0.000120091	3.24869e-05	4.46848e-05	0.0016544	0.001558071	9.73619e-05	0.000329726	0.000289233	0.000343657	0.000155987	0.000368735	0.000342527	3.20551e-05	0.000228055	8.37699e-05	0.000830905	0.000156376	0.000120929	0.000398754	7.78444e-05	4.05221e-05	0.000506059	8.04705e-05	0.000717715	1.10603e-05	0.000169261	0.000516412	2.75307e-05	4.64163e-05	7.9153e-05	0.000272887	0.283225341	0.000589118	5.13123e-05	0.000558912	4.82493e-05	5.30456e-05	0.000163441	6.87022e-05	5.46511e-05	2.71814e-05	0.00010106	0.000125345	4.19604e-05	9.96189e-05	0.000425207	4.21894e-05	2.34086e-05	3.72727e-05	0.001075893	0.082861842	0.0011821	5.32868e-05
4-acetamino phenol	2.38204e-05	0.000162059	4.09794e-06	0.000280669	0.000140054	0.000256783	0.00021323	0.000190123	0.000199311	0.000148502	0.000130475	0.000617932	0.000138747	0.000306804	0.000122401	0.000117373	5.22847e-05	0.000182909	7.6285e-06	0.000148083	0.000150355	0.000426572	0.000571663	0.000128598	0.000141538	0.00017693	4.86549e-05	0.000130345	0.000374521	0.000490866	9.60209e-05	0.000107229	0.000154424	0.000143003	9.14249e-05	0.00013858	0.000259407	0.0001401	0.000194083	0.000130524	0.000188424	0.000335384	2.97082e-05	0.000186205	0.000173831	0.000123511	4.00086e-05	8.64706e-05	1.60344e-05	0.000100105	5.01192e-05	0.000169302	0.000141581	5.62496e-05	8.73944e-05	0.001312309	0.000145515	3.55315e-05	0.000190434	0.000290322	0.000320436	0.000402676	0.000158667	0.00026135	0.000241239	0.000146328	0.000322938	8.92602e-05	0.00044575	0.00013342	1.5324e-05	4.22117e-05	0.000565553	0.00012077	0.000233162	0.000190704	0.000264009	8.75987e-05	7.77016e-05	5.09007e-05	0.000273352	6.31392e-05	6.42822e-05	4.39317e-05	0.000247133	0.000222965	0.000154522	0.000123134	0.005569752	5.5021e-06	0.000468518	3.47844e-05	1.37947e-05	4.56185e-05	0.000451288
Palmitoleic acid	2.42162e-05	0.000103494	0.000584322	0.001437226	0.001328254	9.81818e-05	0.000168267	9.33007e-05	4.02147e-05	0.001951461	0.000247617	4.30721e-05	0.000580006	0.000215479	0.004589096	0.001036373	0.000173309	4.67627e-05	0.001456083	0.000105485	0.001826708	7.09213e-05	6.68664e-05	8.40293e-05	4.52111e-05	0.002796742	9.27664e-05	0.002211151	0.001099195	0.000134236	0.001835966	0.001000218	0.00187159	0.000995571	0.001524213	0.001431827	3.51842e-05	0.000767144	0.000570932	0.000104196	0.015014506	7.5224e-05	0.000679871	0.001570254	0.001026818	0.000510401	0.000417825	0.000852053	0.000262214	0.000410765	0.000773749	0.000672435	0.000907692	4.56213e-05	0.000107199	0.001475038	0.000709916	0.005932785	0.001852783	0.000652251	8.48509e-05	0.001341579	0.000535121	1.18427e-05	0.001213862	0.001342711	9.50457e-06	0.001265709	8.4904e-05	0.001952423	0.001166964	0.000584285	0.000174812	0.000385559	0.002477015	0.000199802	3.44267e-05	0.000404228	0.002430399	0.001154996	0.003740329	0.001683546	0.003732849	0.001495652	0.001816339	0.002561386	0.005263695	0.00338618	0.001448804	0.001321309	0.002186491	0.001226169	0.001037101	0.000679853	0.000409169
2-monostearin	2.54202e-05	4.44311e-05	3.1108e-05	3.3141e-05	5.33408e-05	8.46612e-05	3.64639e-05	3.52586e-05	3.8205e-05	7.49437e-05	5.54803e-05	0.000178219	0.000102621	2.68074e-05	0.000427346	0.000100963	2.29498e-05	0.000194521	0.000106486	5.9819e-05	3.8154e-05	7.38382e-05	0.000118107	7.82234e-05	5.84923e-05	5.06043e-05	0.00011588	3.06031e-05	9.60737e-05	7.89908e-06	2.30568e-05	7.00304e-05	3.80022e-05	0.000169642	2.62498e-05	8.30148e-06	4.4371e-05	2.55563e-05	7.01572e-05	2.77225e-05	3.98443e-05	0.00018733	5.41962e-05	1.68269e-05	2.99294e-05	0.000177034	0.000193492	2.19049e-05	0.000247813	3.35363e-05	6.28163e-05	2.67548e-05	5.52835e-05	4.5386e-05	3.63293e-05	0.000151892	1.99169e-05	6.34174e-05	4.17278e-05	3.67244e-05	7.61319e-05	2.67628e-05	0.000111972	3.92692e-06	4.17464e-05	2.8401e-05	3.56361e-05	6.86743e-05	3.64718e-05	5.42223e-05	6.04695e-06	9.15913e-05	5.27692e-05	5.14159e-05	3.36256e-06	1.89729e-05	0.001701436	5.95784e-05	8.25932e-05	0.00010041	2.48013e-05	6.84993e-05	2.46974e-05	4.93336e-05	2.40112e-05	2.80886e-05	3.26253e-05	5.85464e-05	0.00014875	4.37692e-05	4.20989e-05	1.78814e-05	1.70288e-05	3.33185e-05	0.000292051
Ferulic acid	3.3064e-05	3.34534e-05	6.77283e-05	0.001520311	0.001631735	0.002989291	0.00641517	0.000630384	0.002984042	0.001662909	0.002274597	0.001121527	0.004246833	0.00026951	0.002371049	0.005069814	0.005648846	0.000284003	0.000962832	0.002860402	0.000756936	0.007842777	0.001289297	0.001273676	0.001003093	0.00053841	0.000463494	0.000473583	0.000397224	0.001899624	4.36128e-06	0.000135641	0.010305164	0.000767048	0.021881471	0.000977199	0.000521258	0.001649965	0.001001912	0.005784934	0.000668167	0.000976153	0.000855717	0.000648566	0.001562537	0.000725851	0.000530141	0.000748644	0.00030956	0.001115849	0.000418456	0.000773675	0.002719229	0.000302549	0.000969695	0.000681929	0.000674734	0.000646558	0.000785477	0.000791539	0.000136199	0.000891931	0.008247586	0.026269151	0.002328349	0.000310137	0.008875212	0.000994461	0.005131513	0.005677086	0.000982458	0.000337677	0.001410271	0.000175542	0.000710692	0.000758244	0.031510306	0.000501202	0.001882507	0.000461825	0.000849393	0.000992254	0.000301139	0.001083889	0.001281279	0.001105241	0.000817092	5.23463e-05	0.002263342	0.001300527	0.000942769	0.00076306	0.000600097	0.000977318	0.004020796
2-o-methyl-gluconic acid	3.53276e-05	0.000219466	0.000134666	7.75603e-05	0.058687214	0.056910038	0.043535069	0.000386438	0.024968031	0.031181368	0.037353082	0.053747588	0.000165026	0.000191836	0.017679113	0.000121614	0.000106804	0.000135453	0.047301008	0.04577143	0.00031894	0.066329294	0.066744166	0.032815894	0.00014273	0.000594893	5.69082e-05	0.000421284	0.03582428	0.019888428	0.043128535	9.1733e-05	0.008341368	0.00010027	0.002034046	0.016236964	5.64954e-05	9.27897e-05	0.010877613	0.000115484	0.000233395	8.03288e-05	8.16666e-05	8.44788e-05	3.33154e-05	5.60525e-05	0.065047891	0.000113397	9.17349e-05	0.034089583	0.00016443	0.010717063	0.004637438	0.000167589	3.41941e-05	0.025133123	6.96766e-05	0.000147954	0.000125742	2.28704e-06	0.000252905	0.000129963	0.004643197	0.09844692	0.019083173	9.28929e-05	0.006046327	0.000243386	8.79257e-05	0.077754753	0.000183082	0.000115274	0.001812391	4.42052e-06	4.88034e-05	0.000174107	0.000496786	0.000161031	0.000675335	0.000230635	0.000217732	0.048079565	0.000177627	4.8828e-05	0.000155206	0.000229677	8.68291e-05	0.000218675	0.034832721	0.000101912	9.00412e-05	0.031993439	4.55453e-05	0.029813975	2.76083e-05
Tryptophol	4.53805e-05	6.52703e-05	3.58824e-05	5.04356e-05	0.000712874	0.000103196	0.000349681	7.9969e-05	8.98047e-05	5.32001e-05	6.44416e-05	6.40244e-05	5.4447e-05	0.000350798	6.23592e-05	0.000406705	0.000428524	0.000824117	0.012322463	3.53928e-05	5.0702e-05	0.000481362	5.17315e-05	5.98617e-05	6.57475e-05	7.25679e-05	0.000103633	4.34466e-05	6.62301e-05	5.81645e-05	5.29776e-05	9.33335e-05	4.32873e-05	7.68751e-05	5.87528e-05	8.88533e-05	7.68503e-05	0.000462972	7.79596e-05	7.07341e-05	9.29482e-05	0.000124548	8.93493e-05	7.16096e-05	5.51483e-05	0.000290475	0.000535942	6.57552e-05	8.90293e-05	7.97676e-05	6.6374e-05	0.000190824	4.73003e-05	6.18699e-05	5.13718e-05	5.45942e-05	7.39465e-05	7.70089e-05	0.000936015	5.39041e-05	7.08004e-05	0.000836995	0.000108257	0.000105031	8.8012e-05	5.83706e-05	4.19106e-05	9.45067e-05	5.53018e-05	6.86756e-05	6.09531e-05	0.000423	6.02091e-05	5.85375e-05	0.000101693	5.3823e-05	8.98869e-05	6.65305e-05	0.001836625	6.07598e-05	7.18896e-05	6.51222e-05	8.14345e-05	4.76456e-05	5.54419e-05	7.21934e-05	6.64118e-05	6.24329e-05	6.09042e-05	7.70869e-05	8.29922e-05	8.52793e-05	7.17533e-05	7.77145e-05	7.13457e-06
4-methylcatechol	4.82127e-05	0.000991291	0.000125192	0.001542467	0.000109771	0.000143746	8.99381e-05	0.000116766	0.000141945	7.15689e-05	0.000246801	0.001693686	0.003394782	0.00017878	0.000114231	0.000335552	0.004645569	0.000120001	8.022e-05	3.12606e-05	8.23604e-05	6.12253e-05	8.1529e-05	0.000133815	7.74639e-05	3.48633e-05	5.74298e-05	4.4257e-05	4.3378e-05	3.38336e-05	6.26025e-05	3.4846e-05	4.05449e-05	0.000646362	3.96933e-05	4.95364e-05	5.10905e-05	3.66498e-05	4.14439e-05	2.47947e-05	4.75663e-05	5.91308e-05	6.22841e-05	3.92429e-05	7.36217e-05	5.44955e-05	4.61783e-05	5.48192e-05	5.97246e-05	0.000265381	9.09762e-05	4.68756e-05	5.68794e-05	8.53164e-05	2.75325e-05	0.000107553	5.29687e-05	4.95994e-05	4.51037e-05	4.13531e-05	0.000111349	5.59782e-05	6.16427e-05	0.000115143	5.42256e-05	5.56495e-05	0.000249419	7.82971e-05	9.03272e-05	7.76966e-05	0.000126568	0.000187735	4.51908e-05	0.002695852	6.81098e-05	7.88231e-05	7.85269e-05	0.000153539	0.000101419	0.000280659	8.38422e-05	4.85053e-05	7.59206e-05	9.50819e-05	7.72519e-05	8.20997e-05	8.6793e-05	0.000215085	8.78515e-05	6.70497e-05	7.68817e-05	0.000113139	0.00012156	0.000114865	6.16503e-05
4-deoxyerythronic acid	5.51464e-05	7.57666e-05	5.59032e-05	0.0001067	0.000122938	0.000125587	8.58142e-05	6.16356e-05	0.000184592	5.09009e-05	3.10668e-05	0.000175676	6.36674e-05	0.000102217	5.80381e-05	5.45765e-05	9.46729e-05	6.18206e-05	0.000114401	5.75172e-05	6.87545e-05	9.2325e-05	9.04772e-05	0.000102862	3.26017e-05	4.85994e-05	0.000101393	4.34777e-05	9.75326e-05	0.000337143	6.12436e-05	7.76346e-05	0.00149226	4.35905e-05	0.000198662	7.2843e-05	0.000332691	0.000202483	0.000165428	0.000132431	8.54415e-05	0.000103674	3.27238e-05	6.86845e-05	9.97836e-05	3.9172e-05	3.17617e-05	5.88597e-05	5.02867e-06	0.000101608	1.26777e-05	7.93943e-05	0.000138201	4.37716e-05	3.52955e-05	5.64925e-05	3.59957e-05	4.95486e-05	6.13111e-05	0.000129431	7.35793e-05	6.84483e-05	9.13785e-05	8.53933e-05	0.000240753	6.46761e-05	0.0006871	5.17505e-05	6.36718e-05	0.000412765	5.95136e-05	3.38488e-05	6.81576e-05	4.12238e-05	9.36358e-05	0.000136242	7.34702e-05	8.23962e-05	0.000265666	3.7985e-05	4.35825e-05	6.72276e-05	4.44432e-05	9.09973e-05	0.000149718	0.00014261	6.87027e-05	6.88634e-05	0.000228939	0.00013075	0.000145494	5.98672e-05	6.10651e-05	9.20026e-05	0.000168982
Furosemide	6.16656e-05	0.001072785	0.000116627	0.000939432	0.001238707	0.00120535	0.001014613	0.000983284	0.000635071	0.002414229	0.000267467	0.001985695	0.006505047	0.001564631	0.002750893	0.00101713	0.007169568	0.000474841	0.003155797	0.002013389	0.000487751	0.001225269	0.000521686	0.001662441	0.000489855	0.001117127	0.000877717	0.000688946	0.000688083	0.001692413	0.000816641	0.001084063	0.000771289	0.001063594	0.00067049	0.003490444	0.001485721	0.009224728	0.002026316	0.001297112	0.000517173	0.001075401	0.001375195	0.007190277	0.001163147	0.000495141	0.001374869	0.001351565	0.000808284	0.004016804	0.00052056	8.18996e-05	0.001111535	0.002120232	0.000592667	0.000760656	0.000937655	0.005682194	0.003502465	0.000801148	0.001871985	0.000438548	0.000492081	0.000724458	0.00024287	0.000231867	0.000205184	9.86084e-05	0.00168251	0.000603593	0.000657363	0.000227899	0.000485401	0.000138401	0.00023222	0.000562106	0.000608056	0.00218487	0.000416279	0.000346365	0.0004758	0.000682762	0.000546022	0.000379709	0.000708921	0.001333799	0.000737651	0.000800365	0.000389855	0.001094105	0.001527932	0.00027979	0.000616934	6.21335e-05	0.000625813
Cytidine	6.33938e-05	0.000123329	8.09479e-05	0.000266403	0.000235301	0.002648997	0.000133145	0.057078324	0.000275916	0.000251433	0.000306585	0.009286341	2.74478e-05	0.000323502	5.22385e-05	0.000346118	3.60685e-05	2.61833e-05	0.003917829	0.000177758	0.000142477	0.000154378	1.95765e-05	0.094802345	0.000112169	0.000693538	0.000377824	0.000299568	0.009292476	0.000684661	0.01834631	0.025781637	4.70103e-05	0.001449365	0.000256474	0.001112736	0.06617737	0.005157212	0.002243896	1.34668e-05	0.000319884	0.000553389	0.000616517	0.001175712	4.67575e-05	0.000228231	0.000291755	7.59018e-05	0.000139041	0.006917598	0.000125479	5.5934e-05	0.000160346	0.001035234	6.61086e-05	0.000167085	1.69025e-05	0.000500421	0.04422915	0.000348289	0.005356076	0.007040881	8.13384e-05	0.000494544	0.000394741	0.000678328	0.000429374	0.000176753	0.000550451	0.000536772	0.030503787	0.001544509	0.000154488	1.25194e-05	4.22159e-05	2.02733e-05	0.000275181	0.000141395	0.000120317	1.78797e-05	7.15645e-05	2.60134e-05	2.25968e-05	0.000120299	6.7731e-05	3.39132e-05	0.000534827	0.000121193	0.00018292	0.002968344	0.00022966	0.000205405	0.000713445	0.000192798	0.000392879
2-ketobutyric acid	6.43045e-05	0.001064167	0.000730997	0.001232235	3.36353e-05	0.001439191	0.0023462	0.00511084	0.002468976	0.00347218	0.00255315	0.00172881	0.000726362	0.001144657	0.003676761	0.002719453	0.000850628	0.001062469	0.000849554	0.00228601	0.00081433	0.002682433	0.001158856	0.006234258	0.001128807	0.00420324	0.000681913	0.004144113	0.00578347	0.008894341	0.001909544	0.001887179	0.000938565	0.000727595	0.001284323	0.001114847	0.001375632	0.001921139	0.005005549	0.001333361	0.001680784	0.003464131	0.001049764	0.000991247	0.003593285	0.005590458	0.005498622	0.001482444	0.000862636	0.001565174	0.000859436	0.001161864	0.006154371	0.000557037	0.000688506	0.001123543	0.001126374	0.00064359	0.007207301	0.002012324	0.001354151	0.002843414	0.003040886	0.000905668	0.009142461	0.000928035	0.001024904	0.000850685	0.002023643	0.001094193	0.001501412	0.00080497	0.000993084	0.000766035	0.00304247	0.001896837	0.001092506	0.00152863	0.002304503	0.000537326	0.000950347	0.001097594	0.001019861	0.001221408	0.002497288	0.002622206	0.001097336	0.00072096	0.003998731	0.001460495	0.001789333	0.000952521	0.001694299	0.000913945	5.96156e-05
3,6-dimethyl-2,5-dihydroxy-pyrazine	7.02321e-05	0.000253641	0.000102916	0.000519721	0.000524696	0.000411951	0.000410224	0.000310245	0.000515104	0.000226629	0.000331593	0.000880484	0.000256082	0.000655712	0.000378496	0.00065626	0.000473542	0.00074445	0.000253673	0.000263757	0.000264542	0.000759109	0.000305843	0.000494775	0.000293287	0.000250447	0.000204455	0.000300516	0.000511014	0.000291589	0.000132244	0.000144194	0.000133217	0.000313165	0.000375646	0.000222087	0.000502135	0.000302231	0.000314152	0.000241824	0.000183613	0.000208385	0.000281002	0.000189972	0.000478968	0.000398391	0.000405462	0.000195187	0.000365428	0.000245231	0.00040661	0.000201055	0.000214337	0.000222034	0.000344693	0.000505898	0.000224786	0.000165644	0.00063633	0.000480414	0.000441461	0.000518685	0.000382542	0.000187169	0.000257063	0.000228569	0.000231018	0.00024722	0.000475197	0.000269601	0.000458132	0.00070834	0.000322889	0.000171403	0.000232337	0.000285085	0.000192139	0.0002504	0.000528583	0.000311453	0.000355062	0.000162206	0.000361431	0.000210159	0.000332436	0.000366998	0.000277237	0.000129633	0.000536489	0.000230001	0.000540618	0.000193543	0.000356504	0.000199395	0.000669131
